userName,score,at,content
Parmidi Parmidi,5,2026-04-22 13:44:12,"sudah 4 kali melakukan pembayaran pajak motor melalui aplikasi signal,rata rata 3 hari STNK sampe rumah"
agusdi nurmansyah,5,2026-04-22 12:59:25,"dokumen sudah diterima , terimakasih"
Desi Mulyati,5,2026-04-22 12:18:09,"alhamdulillah, pertama kali transaksi pajak lewat apk signal sangat membantu sekali"
Fauzi Aji,1,2026-04-22 11:03:09,"apk sampah ,mau bayar pajak aja ribet ,daftar kendaraan gagal terus buang2 waktu"
Roesdy Kaslan,5,2026-04-22 10:59:42,good job
Hendar73,5,2026-04-22 10:41:14,"pembayaran sangat mudah , pengiriman dan respons cepat ."
Eddy Purwoko,1,2026-04-22 09:36:14,"masa verifikasi muka tidak berhasil karena sudah berbeda yg dulu kurus sekarang gemuk jadi gagal verifikasi, agak lucu aplikasinya bacanya"
Asep Wahyudi,4,2026-04-22 09:09:28,susah vervikasi nya
setia budi,1,2026-04-22 09:06:10,biaya layanan dan biaya ongkir lebih mahal dari shopee.. pengiriman juga lebih lama dari shopee.
Bang Oyes,5,2026-04-22 08:44:13,"sangat membantu, pembayaran pajak melalui aplikasih signal sangat mudah. saya pembayaran tgl 17 april 2026 selesaai tgl 22 april 2026. hanya 6 hari langsung jadi dan di antar langsung ke rumah."
Andress Febrian,5,2026-04-22 08:17:57,"sangat membantu, saat tidak sempat ada waktu. proses simpel"
Adam,1,2026-04-22 08:07:57,"pas di update mau ngecek pajak kendaraan sendiri aja, jd ribet mesti isi NiK, nopol,no rangka, no telp, email, sblm update tanpa embel2 langsung klik cek pajak otomatis, aneh makin ribet aja kan buat kendaraan yg terdaftar ngapain lg hrs ribet begitu, udah simpel kemarin2 skrng malah bikin ribet..."
rsi Maharsi,5,2026-04-22 07:53:56,proses cepet ga ribet ga pakai antri hemat waktu selesai pembayaran tinggal tunggu pengiriman dokumen proses kurang lebih 1 minggu dokumen selesai smpai di rumah
rizwan icha,4,2026-04-22 07:26:42,mantep..tinggal nunggu drmh aj..
betta iwak ngapak,5,2026-04-22 07:25:59,sangat membantu..terimakasih
Regas Suryanto,5,2026-04-22 07:11:28,Dg aplikasi Signal lebih praktis dan tdk ribet ..
Irwansyah Nsr,5,2026-04-22 06:58:15,SANGAT MEMBANTU SERTA PELAYANAN YANG BAGUS DAN PROSES YANG SUPER CEPAT. TERIMA KASIH
syahrul Efendi Dalimunthe,1,2026-04-22 06:42:41,"pertama kali perifikasi daftar masukkan semua data e-mail nmor tlpon udah selesai semua, mau ngecek pajak kendaraan tapi selalu gagal👎☹👎"
Danu Choliq Hidayat,5,2026-04-22 06:40:06,"pertama kali perpanjang pajak STNK, prosesnya cepat, pengiriman nya juga cepat. Terimakasih"
Ahmad Ali Murshofi,3,2026-04-22 06:33:42,Biaya Admin Mahal
Wahidin Wahid,5,2026-04-22 06:19:09,layanan ini sangat membantu
blues males,5,2026-04-22 06:01:43,"ternyata cepat, sangat memudahkan, lebih di tingkatkan lagi aplikasinya biar tidak mudah error."
M SONY,4,2026-04-22 05:24:21,"mudah gak harus ke Samsat,, proses nya aja yg lama,,"
ina fitriana,5,2026-04-22 05:09:27,aplikasinya bagus mudah buat yang ga ada waktu buat ke loket samsat tinggal klik² aja beres pengirimannya juga cepat
nesssa bela,5,2026-04-22 05:03:39,"Waktu pemabyaran dan pengiriman nya agak nunggu beberapa hari , tapi ini lebih bagus mengurangi menunggu antrian kalo dtg lgsg , kurir nya jg sat set , sampe langsung konfirmasi paket nya"
Danil Jaya Saputra,5,2026-04-22 04:50:11,makasih
Tri Apristiyo,1,2026-04-22 04:11:34,bikin aplikasi gak guna... bayar kok gk bisa2 hashh...
ASRORI ABDULLAH,1,2026-04-22 04:06:20,di benahi lagi sistem nya masa buat cek pajak tidak bisa terus
Dhani Ramadhan,1,2026-04-22 03:54:54,aplikasi busuk. verivikasi kendaraan ga terdata padahal sudah sesuai semuanya. live chat ga respon.
Fitri Ani,5,2026-04-22 03:42:37,Mudah prosesnya dan cepat selesainya jg
Rawito Wito,4,2026-04-22 03:32:23,"sangat membantu untuk yg jauh dari kampung, dan pengiriman aman"
ArkhyBaee,1,2026-04-22 03:11:14,"aplikasi busuk, live chat ga di balas banyak bug error, yang kerja semua beban pajak ga becus buat aplikasi"
HEPNI TV,5,2026-04-22 03:11:02,mantap
Roselina Debora,5,2026-04-22 02:51:20,bagus sekali.. cepat GK capek lagi ke samsat
Elinda Purnama,1,2026-04-22 02:17:14,halo min kenapa setiap verifikasi email selalu saja akun tidak di temukan atau sudah di hapus
Sisca Indriyani,3,2026-04-22 02:07:05,Tolong gk bisa verifikasi
Siti Lusniati,1,2026-04-22 00:58:23,aplikasi sampah eror mulu buat bayar pajak 👎
Mas Tono,5,2026-04-22 00:08:39,"proses cepat , signal ok"
Dosita Afriyani,5,2026-04-21 22:34:52,proses Samsat cepat tanggap
Noupal Abdulah,5,2026-04-21 21:42:09,bayar pajak kendaraan jadi mudah tanpa antri
Zidni Auliara,1,2026-04-21 15:17:25,aplikasi korup!!!
Antoni Sikumbang,5,2026-04-21 14:33:40,"sangat memudahkan dan tidak buang waktu dan tenaga, nunggu di rumah stnk nyampek..."
Muji Anto,5,2026-04-21 13:03:53,"Sangat membantu, efisien, cepat"
Nisa Nisa,1,2026-04-21 12:22:56,"opsi pembayarannya gak ada yang bisa, suruh verivikasi akun, udah verivikasi malah gak bisa di klik apa2"
Asya Elisabeth,1,2026-04-21 12:08:04,gk guna.....
hebron daniel,1,2026-04-21 11:11:51,"Aneh, sudah daftar tapi tidak bisa cek."
Mery Mery,5,2026-04-21 10:44:53,mantap dah gak perlu cape2 ke samsat
Dwi Agus,5,2026-04-21 10:43:21,memakai brimo tak ada wilayah DIY. jadi binggung juga karena atm ga terbit waktu pembuatan rekening
Hilman Nurdin,5,2026-04-21 09:19:46,"sangat membantu bagi yg sibuk dengan pekerjaan nya, tinggal klik aja dan bisa nyampe ke alamat rumah,,"
imam mardiyanto,1,2026-04-21 09:08:37,susah betul mau verifikasi data
Nia Kurnianingsih,1,2026-04-21 09:08:06,"giliran pembayaran dipermudah. tapi proses nya lama naudzubillah sudah sebulan lebih dengan keterangan ""masih diproses disamsat terdekat"" ntah sampai kapan. kapok bgt bayar lagi di aplikasi ini. boro2 mau dikirim ke kurir surat fisiknya aja proses trsss. kinerja nya gimana ini hadeuh sudah pengaduan di apk sudah pengaduan melalui email juga jawabannya teteo sama MOHON TUNGGU. gtau sampe kapan tunggu nya keknya sampe tahun depan bayar pajak lagi juga masih proses wkwk"
Ae Jang,5,2026-04-21 09:06:43,mantap👍sangat membantu dan mudah
Antonius Stl,5,2026-04-21 08:52:11,cepat dan mudah
Ananda Habibul Ulla,1,2026-04-21 08:04:17,tidak bisa cek pajak katanya coba hubungi layanan CS. Layanan CS dihubungi ga di respon padahal chat di jam aktif kerja sesuai yg ada di apk
Halawa Punya,5,2026-04-21 08:00:21,Biar bintang yang berbicara👍👍👍
Rizal Kurniawan,5,2026-04-21 07:56:31,"Dengan SIGNAL Apps membuat prosesnya tanpa ribet, tanpa antri dan tanpa cuti sangat mempermudah..."
Ari Tirta,5,2026-04-21 07:44:42,"2026 saya lewat proses lagi lewat signal prosesnya cepat dan aman transparan, bravo and tks to signal"
Wito Sandrianto,5,2026-04-21 07:08:19,bagus sekali.mempermudah bagi kita yang jauh
Bayu Dwi,1,2026-04-21 04:39:25,"Gak bisa buat bayar pajak online, aplikasi bobrok perpanjang tetep kudu manual dan sogok menyogok karena bukan a/n sendiri"
Martinus L,5,2026-04-21 04:15:16,Sangat membantu sekali
Yaboh Afriyana,2,2026-04-21 04:02:35,gimana si baru daftar masuk email cek verifikasi malah data di hapus kan aneh
Indra Lesmana,1,2026-04-21 03:11:20,gagal terus waktu verifikasi wajah. mau mempermudah tapi aplikasi gak sempurna
ahmad kunhadi,3,2026-04-21 02:24:27,"sudah bayar dan milih bukti pelunasan dikirim tapi hampir dua minggu gak dikirim,,,proses lambat"
Ahmad Fajri,1,2026-04-21 02:09:37,"selalu lama terkoneksi, padahal saya sudah pakai wifi id. dan selalu tidak bisa lanjut karna masalah blokir dan begitu terus"
ahmad zainal,1,2026-04-20 23:25:22,"saya edit ulasan nya, kualitas pelayanan nya menurun. saya bayar tgl 11 Maret 2026, dengan pilihan dokumen dikirim, sampai tgl 26 Maret 2026 statusnya masih dokument diproses di samsat."
Betly,1,2026-04-20 23:02:24,aplikasi apaan? gk guna banget
Tio Amri,5,2026-04-20 22:14:51,lebih gampang bayar pajak kendaraan buat kita yang di perantauan ini 👍
Sukis Man,1,2026-04-20 21:05:25,penanganan masalah sangat sangat tidak membantu
Dhen Solehudin,1,2026-04-20 17:18:40,"apk cacad mau taat pajak ajh ribet, padahal udh bener masukin semua data tinggal verifikasi email doang, email juga udh bener ehh malah di sangka akun tidak ditemukan lah apalah, customer servis juga gk ada respon, ke gk niat mempermudah warga,,,"
Eric Irawan,5,2026-04-20 15:27:44,sangat membantu memudahkan & melayani masyarakat.
22 Ngrha (‪Rio Nugraha‬),1,2026-04-20 14:11:41,ribet dan berbelit²
Siswan,2,2026-04-20 12:35:43,untuk verifikasi akun kok gagal terus keterangan menunggu
lems duren,2,2026-04-20 12:06:05,verifikasi email gagal terus🤦‍♂️
PRASETYA FIKRI .A,1,2026-04-20 11:38:47,aplikasi rusak di terbitkan masak kita bayar pajak tertib gaji staf it yg bener aja gak sanggup
Adi Setyawan,3,2026-04-20 11:27:39,rekomen banget deh yg selalu sibuk dgn pekerjaan.
Michael Philips Lauren Franciskus,5,2026-04-20 11:18:39,Aplikasi yang sangat memudahkan untuk pembayaran pajak tahunan tetapi sayang waktu proses pengiriman untuk sampai dirumah membutuhkan 10 hari. bayar tgl 10 april baru sampai tgl 20 april. saran untuk signal ditingkatkan lagi untuk pembayaran yg mengunakan delivery kerumah. terima kasih.
Singgih Adi,1,2026-04-20 11:13:26,"ni gk bisa buat cek pajak gimna dah? mau buat byar jdi gk bisa,. tiap hari coba di cek juga ttep gk bisa, pdhal jga gk ada update atau apa,. benerin napa"
Triazz Marshal1993,5,2026-04-20 10:25:02,"sangat cepat, dan sangat membantu"
Enjum Jumhana,5,2026-04-20 09:37:51,mantap.... pengiriman cepat
Yahdina Abadan,5,2026-04-20 09:32:17,Membayar Pajak Kendaraan Bermotor (PKB) kini jauh lebih praktis dan efisien berkat kehadiran aplikasi Signal (Samsat Digital Nasional).
Jumardi 79,5,2026-04-20 09:29:46,TERBAIK
Hadi Mubarok,5,2026-04-20 08:13:18,mantap josss bintang 🌟🌟🌟🌟🌟
Oki agus,5,2026-04-20 07:33:22,"aplikasi baik , solusi untuk para pekerja yang tidak bisa datang ke samsatnya.. Terima kasih"
Iqbal N Shihab,2,2026-04-20 06:59:51,keterangannya harus validasi nik dan data lainnya ke samsat.
Reysandi SM,1,2026-04-20 06:58:22,sekarang 20 april...saya udah bayar pajak dari tanggal 15 april... sampe sekarang keterangan nya masih proses dokumen... apa bayar pajak se lama itu?... sedangkan pajak motor saya sampe tanggal 19 april
Ubanmiles,1,2026-04-20 06:14:50,sering error servernya... apakah aplikasi atau maintenance aplikasi yg jelek... beda dengan aplikasi yang dari luar
mohamad jumadi,5,2026-04-20 06:10:45,sangat membantu proses
Joni CahSekolah,1,2026-04-20 05:42:39,aplikasi ruwet..bot mulu yg jawab
Nuria,5,2026-04-20 05:25:15,keren udah sampai dan sesuai
Odzie Zhie,5,2026-04-20 04:57:44,sangat membantu
Reza Fadli,5,2026-04-20 04:48:10,"sangat membantu, terima kasih"
Didik Marlin,1,2026-04-20 04:37:28,aplikasi eror.
Habie Yakhs,4,2026-04-20 04:34:24,Lumayan memudahkan
Yanti Rusmana,2,2026-04-20 04:20:12,"serius enggak sih ini bikin aplikasinya, verifikasi KTP udh sesuai mengikuti arahan, tetap aja gagal terus.. kami ini mau taat bayar bajak loh.. kok susah amat"
arka,5,2026-04-20 04:05:03,"pengurusan pajak tahunan berjalan dengan lancar, walaupun awalnya ragu2, tapi Alhamdulillah lancar dan satset 👍"
sigid,5,2026-04-20 04:00:45,sangat membantu
Budiman Syahputra,1,2026-04-20 03:44:03,aplikasi ga berguna awal cek haru Sabtu... gagal.. atau sistem ga merespons atau layanan eror.. saya kira karena weekend... pas Senin saya coba lagi . sama Saja..layanan eror. sistem ga guna
Rosdiana Nuraini,3,2026-04-20 03:39:53,ahh sebel dokumen saya dari 17 Maret sampe sekarang belum dikirim 🫵
Hasan samuda,1,2026-04-20 03:21:00,"bikin aplikasinya mahal, tp kurang berguna, kl gk sanggup maintenance, kasih hacker² aj yg kerja, cari yg bisa krj, jgn liat ijazahnya, liat skillnya."
Glagah Putih,5,2026-04-20 03:20:41,"Aplikasi ini jos lah, bantu banget buat bayar pajak tanpa harus ribet datang ke Samsat. Tinggal duduk manis nunggu lembar pajak di kirim ke alamat tujuan. Cuman sayang, proses Samsat ke Kantor Pos lama."
bot akun,1,2026-04-20 03:17:43,selalu gagal saat melakukan pembayaran pajak. layanan cs tidak ada respon
NVB Polpolan,5,2026-04-20 02:38:29,cukup membantu
Irma Kelanasari,1,2026-04-20 02:20:37,udah aplikasi ga berfungsi slowrespon juga Layanan CS nya
G Tube,4,2026-04-20 01:28:53,mempermudah perpajakan
Alivvia Dwi Lestari,1,2026-04-20 01:00:06,"parah pengiriman lelet bgt.... saya bayar pajak dri tgl 17 Januari 2026 sampe sekarang ( 15 apr 2026 ) blm sampe juga . keterangan nya "" sedang di proses Samsat setempat "". trus sampe kapan woy ? nunggu tahun depan! saya udh live chat bilangnya "" harap ditunggu "" masalah sampe kapan. solusi nya cuma klo di tilang atau pun yg lain kasih keterangan di app signal nya .... lah klo batre saya habis atau mati itu gimana . kasih bintang 1 kayak nya terlalu bagusss 👎👎👎"
Robby Okta M P,5,2026-04-19 23:31:56,Menjadi lebih praktis.
DLH KOTA BINJAI,5,2026-04-19 15:44:20,mantaap aplikasinya. pembayaran pajak kendaraan menjadi lebih mudah
FEBI Rianis,5,2026-04-19 13:09:47,"terimakasih signal, sekarang bayar pajak bisa sambil rebahan. cuma ongkir nya mayan mahal gak kayak shoope"
sonny maulana,5,2026-04-19 13:06:26,"mantab, lanjutkeun..."
Zeher,5,2026-04-19 12:22:30,saya harap terus di kembangkan... tentang penjualan motor karna bersangkutan dengan pajak progresif...
Muhammad Husen,1,2026-04-19 12:08:19,"bukanya buat mempermudah masyarakat malahh buat mempersulit masyarakat nihh apk,, masa masukiit data kendaraaan gagal truss padahall data'' nya benerr smua...."
Izonk Metalcore,3,2026-04-19 12:01:06,"harus nya di semua samsat sudah menggunakan ini, agar setiap pembayaran tidak menunggu stnk di kirim dari pusat."
Fiat Supiatman,5,2026-04-19 11:30:44,"mantap euy , teu kudu antri ka Samsat 👍"
Agustin 05,5,2026-04-19 11:27:41,"alhamdulilah mantap,, dan mudah"
Yudi Sulaeman,4,2026-04-19 11:25:55,pengiriman dokumen sangat lama mogon segera diperbaiki
Safroni Roni,3,2026-04-19 11:25:10,tolong di perbaiki dong masa background putih warna font juga putih ga keliatan kita ngetik apa
Aldi Gustiyadi (Aldo),5,2026-04-19 11:05:34,"baru kali ini bayar pajak online dr aplikasi signal, gillak keren, habis byr pajak bisa krim dokumen, dan nyampe ny cpt. luar biasa. nice polri.. inovasi luar biasa. btw saya byr pjk utk wil. jawa barat"
widia ramdiani,5,2026-04-19 10:46:19,membantu
Firman Firmansyah,1,2026-04-19 10:45:15,"gajelas ni aplikasi mau bayar pajak malah di persulitkan, alasan agen sedang tidak di tempat, bukannya mempermudah malah mempersulit rip tim it"
Kar Nanto,5,2026-04-19 10:42:06,"lumayan membantu, admin kanal pembayaran berlebihan cuy, tranfers antar bank aja ga segitunya..all in sih membantu."
Oppo Telering,5,2026-04-19 10:34:06,proses cepat privasi terjaga
Rianto sri Muharam,5,2026-04-19 10:29:39,app ini jadi bikin simpel banget.. mantab.. di permudah lg aplikasinya..mantab..
SAIKUL AMRI,5,2026-04-19 09:37:00,mantap. bayar pajak motor di rumah sambil tiduran gak pakai antri....sip jos jis
Foni Aldes,5,2026-04-19 09:35:48,"luar biasa proses dan pengirimannya, cepat"
Zeze zahra,1,2026-04-19 09:19:14,"gunanya aplikasi ini apa,kalau setiap mau bayar gk bisa terus"
Eno Wino,5,2026-04-19 09:18:43,"keren, mantab...cepat"
Afif Sururi,5,2026-04-19 08:56:14,lebih mudah bayar pajak tahunannya
Jafar kusaeri,1,2026-04-19 08:23:56,"mencoba mempermudah diri dengan mengikuti sistem yg dibuat oleh samsat, membayar pajak kendaraan melalui online aplikasi Signal Samsat Digital namun setiap membuka aplikasi selalu ditampilkan ""Gagal, layanan tidak tersedia"" awalnya berfikiri apakah ini kendala jaringan internet??? tapi setelah menunggu beberapa saat, jam, hari bahkan minggu dan dengan tempat yang berbeda bahkan menggunakan WiFi ternyata masih sama ""Gagal, Layanan tidak tersedia"". Payahhh..... tetap tidak praktis."
khohaeni wiguna,5,2026-04-19 08:13:24,"keren memudahkan, dlaam pengurusan perpanjangan stnk, tanpa antri dan bawa uang cash... admin masih normal.."
Iis Rosita Mulyani,5,2026-04-19 06:37:12,sangat memudahkan untuk yang tinggal di luar daerah dan bisa antar juga jadi semakin memudahkan untuk bayar pajak dmnapun dan kapan aja. tapi mungkin untuk prosesnya bisa d percepat lagi biar tidak terlalu lama menunggu.
Yery Agustiono,5,2026-04-19 06:22:15,sangat praktis tanpa ribet. the best
Ahmad Danang Saputro,5,2026-04-19 05:35:58,"mudah untuk di akses, tapi terlalu banyak aplikasi yg beredar klo bisa buat 1 saja tapi multifungsi.."
Lili Purnomo,5,2026-04-19 05:35:20,sangat mudah dan tidak kuatir dengan yang namanya Calo tapi kedepan bisa ganti kaleng lewat aplikasi biar lebih nyaman
Sofyan Hadiyanto,5,2026-04-19 04:15:43,mantap
Supriatna 315,5,2026-04-19 01:50:25,"Bikin(bayar) malam Jum'at, di kirim Sabtu jam 11 siang. Lokasi Jakarta."
Hendry Sulaiman,3,2026-04-19 01:40:56,"dokumen sudah kami terima ,sayang dr pembayaran sampai diterima dokumen terlalu lama butuh 16 hari baru kami terima ,tolong setelah pembayaran pajak tidak lama pengiriman dokumen pembayaran pajaknya ."
dhea nanda,3,2026-04-18 23:58:30,prosesnya sangat lama untuk di proses kirim
Husni Amar,1,2026-04-18 20:38:20,aplikasi error
Cok 1,1,2026-04-18 20:08:48,udah pake 3 hp error terus.. anggaran aja maunya besar. giliran pelayanan zonkkk
Gomin saputra,5,2026-04-18 17:00:04,proses cepat
Mirna Utami,5,2026-04-18 16:30:34,sangat membantu
Ahmad Bustanil Arifin,1,2026-04-18 16:21:00,"Perdana login diminta memasukan email untuk melakukan verifikasi sudah, tapi ketika mau cek verifikasi di gmailnya tidak dapat kodenya. Kedua, sudah melaukN verifikasi untuk kendaraan sudah, tapi ketika ingin cek kendaraan ternyata masih melakukan verifikasi data diri berulang ulang"
kembar channel,5,2026-04-18 16:19:27,sangat memudahkan dan tidak perlu antri yg paling penting anti pungli
zaenal jaenudin,5,2026-04-18 14:45:15,Alhamdulillah sampai dgn aman dan aplikasi yg sangat membantu
Mahesa putri,5,2026-04-18 14:44:40,mudah dan cepat
Annisa Zahra Suwandi,5,2026-04-18 13:36:52,memudahkan kaum mager
senyum jembir,3,2026-04-18 13:22:47,"kenapa setelah saya update....aplikasi tidak bisa cek dan bayar kendaraan, harus verifikasi nik ke samsat,padahal tahun sebelumnya lebih mudah dan gampang"
Aq triani,5,2026-04-18 13:15:50,mantep cukup cepat pengiriman nya hanya proses mendaftar yg harus berulang ulang
yosep dani,5,2026-04-18 13:10:59,"udah gk diragukan lagi cepet dan mudah, dan terjamin keamananya perpanjang lwt APK ini."
Nurhasan Hsm17,5,2026-04-18 13:09:12,"Luar biasa sekarang bayar pajak tahunan lebih mudah dan cepat, bisa di antar ke alamat langsung lagi. 👍👍👍"
Saidina Umar,5,2026-04-18 13:05:23,Overall bagus catatan nya mohon pembayaran qris dan virtual account di aktifkan
Dwi Supriyanto,4,2026-04-18 11:49:11,proses pajak tahunannya mudah. hanya saja aplikasinya sering error.
Nur Leila,5,2026-04-18 11:28:19,Dengan aplikasi signal ini sangat membantu sekali bagi orang yg sibuk krn bekerja.Cepat dan ga perlu repot untuk urus STNK makasih signal
Yani Nuryani,5,2026-04-18 10:48:21,"pelayanan bagus,sangat membantu bag saya tidak repot2 ngantri.terima kasih"
Daniel Daniel dalimunte,5,2026-04-18 10:40:28,sangat membantu proses mudah dan cepat langsing di kirim ke rumah
agus sofyan,5,2026-04-18 10:32:30,lumayan cepet prosesnya dan pengiriman 3 hari
Suryawan,5,2026-04-18 09:58:21,mantap dan terpercaya
Sarman final,5,2026-04-18 08:19:20,mudah dan cepat. terkirim sesuai alamat terimakasih
Saras Casillas,1,2026-04-18 08:00:04,syulit angel angel
Ladopurab Robert,5,2026-04-18 07:51:42,jadi gak perlu lagi ke samsat lebih mudah pembayarannya dan langsung di krim ke rumah
Arie Bule,5,2026-04-18 07:50:35,"iseng2 pake ni aplikasi buat bayar pajak motor tahunan...e, 2 hari setelah bayar lsg ada yg nganter kerumah, boleh juga ni pelayanan samsat saat ini, uda bisa online"
Santi Cahyati,5,2026-04-18 07:30:24,"puas banget,engga perlu antrian panjang tinggl duduk manis di rumah ..bayar pajak motor dengan lancar"
ilhami okto,4,2026-04-18 07:06:22,di perbharui kok malah gg bisa bayar pajak lgi aplikasi nya enak mode yg lama
Yo Lossske,3,2026-04-18 06:58:04,sering gagal pas verifikasi knapa ya
Koko Andrianto,3,2026-04-18 06:29:38,"Gagal Verifikasi, gimana caranya biar tidak gagal?"
Randi Suardi,5,2026-04-18 05:32:07,sangat membantu sekali
Mokh Syaiful Bahri,1,2026-04-18 04:55:13,"tahun kemaren bisa bayar pajak lewat apliaksi ini, sekarang harus konfirmasi NIK ke samsat. apa gunanya aplikasi ini"
Imam Fariqi,2,2026-04-18 04:24:00,"pada saat mendaftarkan kendaraan malah muncul pesan ""GAGAL MENDAFTARKAN KENDARAAN. data dukcapil dengan data regiden ranmor berbeda"". malah disuruh perbaikan data di dukcapil atau samsat 🤦‍♂️🤦‍♂️🤦‍♂️"
Mariam Jazid,5,2026-04-18 04:14:20,amanah
Atek Andriansyah,5,2026-04-18 04:08:16,mantap..praktis
OKI TRIYONO,4,2026-04-18 03:57:29,Lebih cepat dan simple gak repot
Zenfone M1,5,2026-04-18 03:49:08,"bayar pajak lebih mudah, cuman datang nya agak lama"
ariesta hermawan,5,2026-04-18 03:26:14,sangat membantu dalam proses perpanjangan stnk. proses sangat mudah
Todi Prana,5,2026-04-18 03:04:03,lebih enak pakai SIGNAL drpd ngantri2 😁
Jeffry Wiko Anggrianto,2,2026-04-18 02:55:25,"bayar kedua kalinya lewat aplikasi kukira ada peningkatan pelayanan, namun ternyata sama saja. tahun 2025 udah bayar tapi TBPKP gak dikirim-kirim akhirnya ambil sendiri ke samsat. tahun ini udah seminggu setelah pembayaran tapi gak dikirim-kirim juga TBPKP. akhirnya buat laporan di email baru diproses dan dikirim."
azqia vlog,5,2026-04-18 02:55:04,baru pertama ternyata simple juga
budiono budi,5,2026-04-18 02:27:50,dokumen terkirim
Juliandi,5,2026-04-18 02:01:23,"mantap... jadi ga perlu lg keluar untuk bayar pajak kendaraan, cukup di rumah aja bayar nya.. 👍👍"
Hadi Muhamad anwari,5,2026-04-18 01:40:18,cukup puas dengan pelayanan nya
Pramudianto Adi Wardana,1,2026-04-17 23:58:25,Ditunggu aturan terbaru yang mana bayar pajak bisa dengan ktp bukan pemilik pertama saat registrasi. Aplikasi sudah user friendly tapi waktu daftar nomor rangka tidak terdaftar kemungkinan karena motor second. Tolong lebih dipermudah mau bayar pajak aja masih dipersulit apalagi yang tidak mau bayar.
Abu Mubarok,5,2026-04-17 22:55:59,"mau coba bayar online, cek pajak kendaraan aja gagal terus, info layanan tidak tersedia... apalagi sudah masuk proses pembayaran? cek pajak aja begitu hasilnya,, setelah seminggu, dicoba2 terus akhirnya bisa. saya bayar pajak lewat online. saya baru pertama bayar online, berharap tidak ada kesusahan ketika kita warga hanya mau mentaati dalam hal bayar pajak. semoga kedepan platform ini, lancar terus tanpa kendala berarti... agar wajib pajak bisa lebih gampang menunaikan kewajiban bayar pajak."
Yosep Iqbal,4,2026-04-17 22:54:48,apaa bisaa urus pembuatan kehilangan stnk secaraa online ??
Aang Saptahadi,5,2026-04-17 22:14:32,oke good
Leonard Agustinus,5,2026-04-17 18:20:14,proses mudah dan cepat
aser cewe,1,2026-04-17 18:16:39,"cetak aja berhari-hari sudah 1 bulan lebih Fisik Tbpkp belum dikirim PARAH. ternyata memang dari signalnya tidak tercetak sudah 1 bulan"".bukan dari pos kurir belum dikirim.kapok dah bayar online.ini aplikasi pihak ke 3"
Joanna,1,2026-04-17 17:06:02,"ga membantu, buat aplikasi tuh untuk mempermudah ini malah ribet. pas mau bayar pajak udah masukin kode bayar malah terjadi gangguan mulu di 3 apk, berarti apk signal nya kan yg bermasalah"
Bawah Langit,1,2026-04-17 14:55:30,pengambilan foto selfie nya lama sekali..sudah capek tangan hp belum juga selesai..pada posisi sudah sesuai syarat berfoto
Y P,1,2026-04-17 14:42:52,gagal verivikasi. foto KTP 10 tahun lalu sama foto yg sekarang pasti ya beda. dulu wajah imut imut sekarang tua kaya bandot. ya g mungkin sama. tapi kan data udah jelas.. masa di tolak Mulu. mending ga usah bayar pajak.. ini ribet Samsat lebih ribet lagi. KTP asli pemilik kudu di bawa. kalo ga surat kuasa.. lha gimana judulnya orgnya aja udah mati. apa harus bongkar kuburnya bawa sekalian bangkainya ke Samsat... mancing emosi aja..
١٠. أنديكا حفيانشاه,2,2026-04-17 14:41:53,lama ngirimnya
Ahmad Husain,1,2026-04-17 14:28:05,Banyak fitur gimik
Egha Arya A,1,2026-04-17 14:08:04,"Aplikasi paan dah, lama bener status stuck masih proses di samsat 👎👎"
azura & kireina,5,2026-04-17 13:02:22,"terima kasih...bayar pajak jadi lebih mudah ga harus ke samsat kalaw bayar pajak tahunan...dan bisa di kirim ke rumah,tapi harus yg satu kk..jadi harus balik nama dulu"
HM Subakir,5,2026-04-17 12:02:41,selesai tepat waktu. terimakasih samsat dan pak pos atas kinerjanya. sukses selalu
Rohibudin Rohib,5,2026-04-17 11:48:56,good
Dani Fauzi,5,2026-04-17 11:45:29,mantap
Bayu Krisdianto,5,2026-04-17 11:42:23,"mantapp proses gampang juga lumayan 2minggu tapi oke , yang tidak punya waktu untuk ngurusin pajak bisa banget lewat aplikasi signal ini 👍🏻👍🏻"
TOSO GAES,5,2026-04-17 11:40:36,ok jg
Yoigha yuliant,5,2026-04-17 11:37:23,SIGNAL Mantab.... Mempermudah dalam pembeyaran dan transaksi di luar kota.. 👍
Mohammad Novrianto,5,2026-04-17 11:29:16,mantap. jadi mudah
Asep Nursamsi,5,2026-04-17 11:05:38,Mudah banget sangat membantu
Zersix,4,2026-04-17 10:29:55,lumayan lama sih bagi saya dari tgl 8-17 april baru sampe di tangan saya hehe tapi gapapa 🙏🏼
Reen Asmara,4,2026-04-17 10:16:51,sangat membantu
Dita Arimbi,5,2026-04-17 09:51:14,sangat membantu
Yulianto Pmt,5,2026-04-17 09:39:13,"memudahkan utk bayar pajak,gk perlu dtg ke samsat,cukup from anywhere, tingkatkan lg pelayanannya"
Ikhwan Dzikrullah,1,2026-04-17 09:33:03,"sistem dungu di pake, yang ada menyusah kan"
Rohmad,5,2026-04-17 09:03:35,terimakasih aplikasi sangat membantu dan memudahkan untuk bayar pajak
Nindy Claudia,4,2026-04-17 09:02:42,Pengirimannya terlalu lama
